     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
   4438800      0.7        120     11.7    1007.9         86         8 0.000E+00     1.14
   4449600      6.6        250     15.6    1006.4         75         7 0.000E+00     1.04
   4460400      8.6        260     16.2    1002.6         71         6 0.000E+00     1.29
   4471200      6.8        260     14.1    1001.4         77         2 0.000E+00     1.53
   4482000      7.8        280     13.6    1000.5         76         6 0.000E+00     1.78
   4492800      8.4        300     11.7     999.5         75         4 0.000E+00     2.03
   4503600      4.6        340      9.2     999.8         74         0 0.000E+00     2.27
   4514400      9.3        330      9.1    1000.4         71         2 0.000E+00     2.52
   4525200        14       330     10.3    1001.2         52         2 0.000E+00     2.76
   4536000        15       330     11.5    1000.7         46         1 0.000E+00     3.01
   4546800        12       340     12.3    1000.9         40         1 0.000E+00     2.81
   4557600         5       310     10.9    1002.2         48         6 0.000E+00      2.6
   4568400         4       310      9.8       1003        67         7 0.000E+00      2.4
   4579200         2       190         8   1002.6         71         6 0.000E+00      2.2
   4590000         1        40         9   1002.1         67         0 0.000E+00         2
   4600800         1       170      8.6    1001.9         78         4 0.000E+00     1.79
   4611600      1.5        350     11.6    1002.7         82         7 0.000E+00     1.59
   4622400      0.7        350     16.2    1001.9         70         7 0.000E+00     1.39
   4633200         1        80     18.4    1001.6         67         4 3.240E-03     1.53
   4644000      5.1        120        16   1001.6         77         2 6.480E-03     1.68
   4654800         5        90     15.7    1002.1         75         7 9.720E-03     1.82
   4665600         7        90     15.6    1002.8         74         7 1.296E-02     1.97
   4676400      4.8         80     14.8    1002.5         76         7 1.512E-02     2.11
   4687200      4.6        140        17   1003.3         79         7 1.836E-02     2.26
   4698000         7       150     19.2    1005.7         76         7 2.160E-02      2.4
   4708800         9       140     20.3    1005.6         62         7 2.484E-02     2.55
   4719600         8       150     18.8    1006.3         72         8 2.160E-02     2.65
   4730400         7       140     17.8    1007.4         79         7 1.836E-02     2.75
   4741200         8       140     18.1    1008.1         78         8 1.512E-02     2.85
   4752000        10       140     18.3    1007.7         78         7 1.296E-02     2.95
   4762800         9       160     18.3    1008.1         82         7 9.720E-03     3.05
   4773600         9       150     18.1    1008.9         84         8 6.480E-03     3.15
   4784400      9.1        150     18.8    1010.5         81         7 3.240E-03     3.26
   4795200     10.2        140     20.5    1010.5         70         6 0.000E+00     3.36
   4806000      9.2        140     19.2    1011.1         73         8 0.000E+00     3.36
   4816800      6.4        120     18.3    1012.6         73         7 0.000E+00     3.36
   4827600      4.2         80     16.7    1013.5         72         6 0.000E+00     3.36
   4838400      6.4        100     17.2    1013.7         65         6 0.000E+00     3.36
   4849200      2.9        140     17.4    1013.6         62         0 0.000E+00     3.36
   4860000      3.3        110     16.3    1014.9         68         6 0.000E+00     3.36
   4870800      1.8        130     17.9    1015.6         70         7 0.000E+00     3.36
   4881600      6.1        120     21.5    1016.6         56         7 0.000E+00     3.36
   4892400      4.1        120     19.9    1016.5         62         7 0.000E+00     3.23
   4903200      0.8         80     15.9    1017.7         76         7 0.000E+00      3.1
   4914000      2.5        150     16.7    1018.5         73         7 0.000E+00     2.97
   4924800      0.6        150     12.8    1019.2         87         4 0.000E+00     2.84
   4935600      2.1        110     13.1       1019        85         0 0.000E+00     2.71
   4946400         2       130     14.5    1019.7         78         4 0.000E+00     2.58
   4957200         3        90     17.7    1020.6         67         2 0.000E+00     2.45
   4968000      5.8        160     21.6       1020        53         4 0.000E+00     2.31
   4978800      4.6        170     19.2    1019.9         68         6 2.484E-02     2.21
   4989600      3.2         90     16.3    1020.3         74         6 4.968E-02     2.11
   5000400      3.2        100     14.7    1020.6         77         7 7.452E-02     2.01
   5011200      3.6        140     13.7    1020.2         84         1 1.004E-01     1.91
   5022000         3       100     13.9    1019.8         81         8 1.253E-01     1.81
   5032800      3.3         90     13.2    1019.3         84         3 1.501E-01     1.71
   5043600         4        70     14.9       1020        80         6 1.750E-01     1.61
   5054400      4.9        150     18.6    1019.3         65         7 1.998E-01      1.5
   5065200      5.9        120     17.8    1018.6         66         7 1.750E-01     1.58
   5076000      2.4        150     16.8    1019.7         71         7 1.501E-01     1.65
   5086800      2.2        110        15   1020.2         76         7 1.253E-01     1.72
   5097600      1.2         50     13.9    1020.7         80         7 1.004E-01     1.79
   5108400      3.8        350     13.6    1021.7         79         8 7.452E-02     1.87
   5119200      3.6        300     12.6       1022        90         7 4.968E-02     1.94
   5130000      3.7        310     12.9    1023.3         89         5 2.484E-02     2.01
   5140800      8.7        340     15.8    1022.2         68         4 0.000E+00     2.08
   5151600     10.1        330     14.8    1022.2         63         3 0.000E+00     1.95
   5162400      6.4        330     12.2    1023.3         72         0 0.000E+00     1.82
   5173200      3.8        310      9.2       1024        81         0 0.000E+00     1.69
   5184000      0.5        190      7.2    1024.8         89         0 0.000E+00     1.56
   5194800      2.2        140      6.6    1024.8         92         7 0.000E+00     1.43
   5205600      1.7        170      7.2    1025.1         92         3 0.000E+00      1.3
   5216400         1       250     10.4       1026        92         5 0.000E+00     1.17
   5227200      2.4        260     15.2       1025        77         6 0.000E+00     1.04
   5238000      1.2         30     14.8    1024.8         81         7 0.000E+00     1.11
   5248800      4.5        120     14.2    1026.3         73         6 0.000E+00     1.19
   5259600      4.2        140     14.2    1027.5         69         7 0.000E+00     1.26
   5270400      3.2        110     12.5    1027.6         79         4 0.000E+00     1.33
   5281200      2.1         90     11.1    1027.1         82         0 0.000E+00      1.4
   5292000      1.6        120     10.6    1027.1         84         1 0.000E+00     1.48
   5302800         3        80     13.5       1028        73         1 0.000E+00     1.55
   5313600      3.6        160     18.1       1027        56         1 0.000E+00     1.62
   5324400         5       160     16.9    1025.5         64         2 1.253E-01     1.52
   5335200         3       110        13   1024.8         76         2 2.495E-01     1.42
   5346000      2.2         80     12.6    1024.9         71         0 3.748E-01     1.32
   5356800      2.1         30     10.8    1023.8         73         0 5.000E-01     1.22
   5367600      3.5         80     10.3    1022.5         76         0 6.253E-01     1.11
   5378400         3        70     11.6    1021.5         75         2 7.495E-01     1.01
